66449,0,402
66449,0,408
66449,0,402
66449,0,406
66449,0,408
66449,0,408
66449,0,406
66449,0,406
66449,0,408
66449,0,409
66449,0,405
66449,0,414
66449,0,413
66449,0,408
66449,0,402
66449,0,406
66437,0,994
66437,0,990
66437,0,990
66437,0,978
66437,0,978
66437,0,978
66437,0,978
66437,0,978
66437,0,978
66437,0,994
66437,0,994
66437,0,990
66437,0,990
66437,0,990
66437,0,990
66437,0,990
66437,0,990
66437,0,990
66437,0,990
66437,0,990
66437,0,990
66437,0,990
66437,0,990
66437,0,990
66437,0,990
66437,0,990
66437,0,990
66437,0,990
66437,0,990
66437,0,990
66437,0,990
66437,0,990
66437,0,990
66437,0,982
66437,0,978
66437,0,978
66437,0,992
66437,0,992
66437,0,994
66437,0,994
66437,0,994
66437,0,994
66437,0,994
66437,0,994
66437,0,994
66437,0,992
66437,0,992
66437,0,992
66437,0,992
66437,0,992
66437,0,992
66437,0,992
66437,0,992
66437,0,992
66437,0,992
66437,0,990
66437,0,986
66437,0,986
66437,0,990
66437,0,986
66437,0,990
66437,0,986
66437,0,990
66437,0,986
66437,0,990
66437,0,986
66437,0,990
66437,0,986
66437,0,978
66437,0,978
66437,0,978
66437,0,978
66437,0,978
66437,0,990
66437,0,979
66437,0,979
66437,0,978
66437,0,976
66437,0,976
66437,0,976
66437,0,976
66437,0,978
66437,0,978
66437,0,986
66437,0,979
66437,0,972
66437,0,972
66437,0,972
66437,0,972
66437,0,972
66437,0,972
66437,0,972
66437,0,972
66437,0,972
66437,0,972
66437,0,972
66437,0,972
66437,0,972
66437,0,972
66437,0,972
66437,0,972
66437,0,972
66437,0,972
66437,0,972
66437,0,972
66437,0,972
66437,0,972
66437,0,972
66437,0,972
66437,0,980
66437,0,980
66437,0,980
66437,0,980
66437,0,980
66437,0,980
66437,0,980
66437,0,980
66437,0,980
66437,0,980
66437,0,980
66437,0,980
66437,0,984
66437,0,981
66437,0,983
66437,0,981
66437,0,983
66437,0,970
66437,0,970
66437,0,970
66437,0,970
66437,0,970
66437,0,970
66437,0,970
66437,0,970
66437,0,970
66437,0,970
66437,0,970
66437,0,970
66437,0,970
66437,0,970
66437,0,970
66437,0,970
66437,0,978
66437,0,984
66437,0,976
66437,0,977
66437,0,976
66437,0,977
66437,0,976
66437,0,986
66437,0,977
66437,0,977
66437,0,977
66437,0,990
66437,0,977
66437,0,976
66437,0,976
66437,0,985
66437,0,976
66437,0,987
66437,0,987
66437,0,977
66437,0,974
66437,0,974
66437,0,977
66437,0,976
66437,0,976
66437,0,990
66437,0,976
66437,0,1005
66437,0,976
66437,0,986
66437,0,977
66437,0,982
66437,0,982
66437,0,982
66437,0,982
66437,0,982
66437,0,982
66437,0,982
66437,0,982
66437,0,982
66437,0,982
66437,0,982
66437,0,982
66437,0,977
66437,0,976
66437,0,978
66437,0,978
66437,0,989
66437,0,970
66437,0,970
66437,0,970
66437,0,976
66437,0,977
66437,0,986
66437,0,986
66437,0,986
66437,0,986
66437,0,986
66437,0,986
66437,0,976
66437,0,988
66437,0,976
66437,0,976
66437,0,976
66437,0,976
66437,0,988
66437,0,988
66437,0,988
66437,0,988
66437,0,984
66437,0,984
66437,0,988
66437,0,984
66437,0,988
66437,0,984
66437,0,988
66437,0,984
66437,0,988
66437,0,977
66437,0,986
66437,0,986
66437,0,986
66437,0,986
